line	position	sign	confidence
07205_p1_L03_a	3	w:bien	L
07205_p1_L03_a	4	w:tost	L
07205_p1_L03_a	5	w:par	L
07205_p1_L03_a	6	w:leurs	L
07205_p1_L03_a	7	w:bons	L
07205_p1_L03_a	8	w:effets	L
07205_p1_L03_a	9	w:les	L
07205_p1_L03_a	10	w:oeuvres	L
07205_p1_L03_a	11	w:fussiez	L
07205_p1_L03_a	12	w:enfant	L
07205_p1_L03_a	13	w:s'endroicts	L
07205_p1_L03_a	14	w:si	L
07205_p1_L03_b	1	w:miserablement	L
07205_p1_L03_b	2	w:affligez	L
07205_p1_L03_b	3	w:par	L
07205_p1_L03_b	4	w:ceste	L
07205_p1_L03_b	5	w:perte	L
07205_p1_L03_b	6	w:pourrois	L
07205_p1_L03_b	7	w:quelque	L
07205_p1_L03_b	8	w:soulaigement	L
07205_p1_L03_b	9	w:dont	L
07205_p1_L03_b	10	w:tout	L
07205_p1_L03_c	1	w:coeur	L
07205_p1_L03_c	2	w:de	L
07205_p1_L03_c	3	w:ces	L
07205_p1_L03_c	4	w:quartiers	L
07205_p1_L03_c	5	w:de	L
07205_p1_L03_c	6	w:Zelande	L
07205_p1_L03_c	7	w:et	L
07205_p1_L03_c	8	w:Hollande	L
07205_p1_L03_c	9	w:par	L
07205_p1_L03_c	10	w:bas	L
07205_p1_L03_c	11	w:de	L
07205_p1_L03_c	12	w:sorte	L
07205_p1_L03_c	13	w:fasse	L
07205_p1_L03_c	14	w:nous	L
07205_p1_L03_d	1	w:respondront	L
07205_p1_L03_d	2	w:Dieu	L
07205_p1_L03_d	3	w:sur	L
07205_p1_L03_d	4	w:tous	L
07205_p1_L03_d	5	w:les	L
07205_p1_L03_d	6	w:remets	L
07205_p1_L03_d	7	w:de	L
07205_p1_L03_d	8	w:nostre	L
07205_p1_L03_d	9	w:pere	L
07205_p1_L03_d	10	w:et	L
07205_p1_L03_d	11	w:fils	L
07205_p1_L03_d	12	w:m'estant	L
07205_p1_L03_d	13	w:si	L
07205_p1_L04_a	1	w:Mais	L
07205_p1_L04_a	2	w:pour	L
07205_p1_L04_a	3	w:tant	L
07205_p1_L04_a	4	w:a	L
07205_p1_L04_a	5	w:n'est	L
07205_p1_L04_a	6	w:place	L
07205_p1_L04_a	7	w:commode	L
07205_p1_L04_a	8	w:principal	L
07205_p1_L04_a	9	w:sera	L
07205_p1_L04_a	10	w:nous	L
07205_p1_L04_a	11	w:estre	L
07205_p1_L04_a	12	w:toutes	L
07205_p1_L04_a	13	w:mes	L
07205_p1_L04_a	14	w:causes	L
07205_p1_L04_b	1	w:plus	L
07205_p1_L04_b	2	w:important	L
07205_p1_L04_b	3	w:et	L
07205_p1_L04_b	4	w:en	L
07205_p1_L04_b	5	w:l'execution	L
07205_p1_L04_b	6	w:duquel	L
07205_p1_L04_b	7	w:la	L
07205_p1_L04_b	8	w:grande	L
07205_p1_L04_b	9	w:diligence	L
07205_p1_L04_b	10	w:et	L
07205_p1_L04_b	11	w:solerte	L
07205_p1_L04_b	12	w:estre	L
07205_p1_L04_c	1	w:plus	L
07205_p1_L04_c	2	w:que	L
07205_p1_L04_c	3	w:requis	L
07205_p1_L04_c	4	w:tant	L
07205_p1_L04_c	5	w:pour	L
07205_p1_L04_c	6	w:les	L
07205_p1_L04_c	7	w:raisons	L
07205_p1_L04_c	8	w:comprinses	L
07205_p1_L04_c	9	w:en	L
07205_p1_L04_c	10	w:mes	L
07205_p1_L04_c	11	w:lettres	L
07205_p1_L04_c	12	w:mes	L
07205_p1_L04_c	13	w:precedentes	L
07205_p1_L04_d	1	w:que	L
07205_p1_L04_d	2	w:pour	L
07205_p1_L04_d	3	w:celles	L
07205_p1_L04_d	4	w:que	L
07205_p1_L04_d	5	w:vous	L
07205_p1_L04_d	6	w:estes	L
07205_p1_L04_d	7	w:cy	L
07205_p1_L04_d	8	w:apres	L
07205_p1_L05_a	1	w:quoy	L
07205_p1_L05_a	2	w:que	L
07205_p1_L05_a	3	w:soit	L
07205_p1_L05_a	4	w:du	L
07205_p1_L05_a	5	w:bout	L
07205_p1_L05_a	6	w:on	L
07205_p1_L05_a	7	w:escript	L
07205_p1_L05_a	8	w:par	L
07205_p1_L05_a	9	w:mgr	L
07205_p1_L05_a	10	w:Derniere	L
07205_p1_L05_a	11	w:les	L
07205_p1_L05_a	12	w:autres	L
07205_p1_L05_b	1	w:de	L
07205_p1_L05_b	2	w:laquelle	L
07205_p1_L05_b	3	w:par	L
07205_p1_L05_b	4	w:tesmoignage	L
07205_p1_L05_b	5	w:seront	L
07205_p1_L05_b	6	130	L
07205_p1_L05_b	7	122	L
07205_p1_L05_b	8	121	L
07205_p1_L05_b	9	128	L
07205_p1_L05_b	10	133	L
07205_p1_L05_b	11	115	L
07205_p1_L05_b	12	35	L
07205_p1_L05_b	13	102	L
07205_p1_L05_b	14	81	L
07205_p1_L05_b	15	20	L
07205_p1_L05_b	16	31	L
07205_p1_L05_c	1	80	L
07205_p1_L05_c	2	1	L
07205_p1_L05_c	3	82	L
07205_p1_L05_c	4	86	L
07205_p1_L05_c	5	83	L
07205_p1_L05_c	6	71	L
07205_p1_L05_c	7	32	L
07205_p1_L05_c	8	71	L
07205_p1_L05_c	9	37	L
07205_p1_L05_c	10	84	L
07205_p1_L05_c	11	143	L
07205_p1_L05_c	12	75	L
07205_p1_L05_c	13	83	L
07205_p1_L05_c	14	38	L
07205_p1_L05_c	15	61	L
07205_p1_L05_c	16	1	L
07205_p1_L05_c	17	33	L
07205_p1_L05_c	18	34	L
07205_p1_L05_c	19	2	L
07205_p1_L05_c	20	39	L
07205_p1_L05_c	21	31	L
07205_p1_L05_c	22	81	L
07205_p1_L05_c	23	29	L
07205_p1_L05_d	1	172	L
07205_p1_L05_d	2	98	L
07205_p1_L05_d	3	3	L
07205_p1_L05_d	4	81	L
07205_p1_L05_d	5	27	L
07205_p1_L05_d	6	85	L
07205_p1_L05_d	7	36	L
07205_p1_L05_d	8	28	L
07205_p1_L05_d	9	61	L
07205_p1_L05_d	10	4	L
07205_p1_L05_d	11	28	L
07205_p1_L05_d	12	130	L
07205_p1_L06_a	1	14	L
07205_p1_L06_a	2	26	L
07205_p1_L06_a	3	40	L
07205_p1_L06_a	4	9	L
07205_p1_L06_a	5	39	L
07205_p1_L06_a	6	27	L
07205_p1_L06_a	7	118	L
07205_p1_L06_a	8	83	L
07205_p1_L06_a	9	102	L
07205_p1_L06_a	10	29	L
07205_p1_L06_a	11	28	L
07205_p1_L06_a	12	81	L
07205_p1_L06_a	13	22	L
07205_p1_L06_a	14	130	L
07205_p1_L06_a	15	84	L
07205_p1_L06_a	16	4	L
07205_p1_L06_a	17	108	L
07205_p1_L06_a	18	23	L
07205_p1_L06_a	19	119	L
07205_p1_L06_a	20	105	L
07205_p1_L06_a	21	24	L
07205_p1_L06_a	22	122	L
07205_p1_L06_b	1	170	L
07205_p1_L06_b	2	81	L
07205_p1_L06_b	3	94	L
07205_p1_L06_b	4	83	L
07205_p1_L06_b	5	39	L
07205_p1_L06_b	6	114	L
07205_p1_L06_b	7	143	L
07205_p1_L06_b	8	18	L
07205_p1_L06_b	9	35	L
07205_p1_L06_b	10	104	L
07205_p1_L06_b	11	143	L
07205_p1_L06_b	12	13	L
07205_p1_L06_b	13	83	L
07205_p1_L06_b	14	37	L
07205_p1_L06_b	15	111	L
07205_p1_L06_b	16	83	L
07205_p1_L06_b	17	85	L
07205_p1_L06_b	18	29	L
07205_p1_L06_b	19	34	L
07205_p1_L06_b	20	25	L
07205_p1_L06_b	21	81	L
07205_p1_L06_b	22	2	L
07205_p1_L06_b	23	83	L
07205_p1_L06_c	1	211	L
07205_p1_L06_c	2	8	L
07205_p1_L06_c	3	11	L
07205_p1_L06_c	4	92	L
07205_p1_L06_c	5	83	L
07205_p1_L06_c	6	29	L
07205_p1_L06_c	7	4	L
07205_p1_L06_c	8	99	L
07205_p1_L06_c	9	82	L
07205_p1_L06_c	10	2	L
07205_p1_L06_c	11	34	L
07205_p1_L06_c	12	25	L
07205_p1_L06_c	13	104	L
07205_p1_L06_c	14	81	L
07205_p1_L06_c	15	4	L
07205_p1_L06_c	16	141	L
07205_p1_L06_c	17	120	L
07205_p1_L06_c	18	9	L
07205_p1_L06_c	19	105	L
07205_p1_L06_c	20	4	L
07205_p1_L06_c	21	27	L
07205_p1_L06_c	22	19	L
07205_p1_L06_c	23	38	L
07205_p1_L06_c	24	83	L
07205_p1_L06_d	1	w:de	L
07205_p1_L06_d	2	w:mes	L
07205_p1_L06_d	3	w:affaires	L
07205_p1_L06_d	4	128	L
07205_p1_L06_d	5	132	L
07205_p1_L06_d	6	39	L
07205_p1_L06_d	7	9	L
07205_p1_L06_d	8	30	L
07205_p1_L06_d	9	27	L
07205_p1_L06_d	10	121	L
07205_p1_L06_d	11	38	L
07205_p1_L06_d	12	35	L
07205_p1_L06_d	13	81	L
07205_p1_L06_d	14	w:le	L
07205_p1_L06_d	15	w:bien	L
07205_p1_L07_a	1	215	L
07205_p1_L07_a	2	118	L
07205_p1_L07_a	3	8	L
07205_p1_L07_a	4	22	L
07205_p1_L07_a	5	83	L
07205_p1_L07_a	6	25	L
07205_p1_L07_a	7	35	L
07205_p1_L07_a	8	30	L
07205_p1_L07_a	9	27	L
07205_p1_L07_a	10	39	L
07205_p1_L07_a	11	6	L
07205_p1_L07_a	12	59	L
07205_p1_L07_a	13	131	L
07205_p1_L07_a	14	w:bien	L
07205_p1_L07_a	15	w:quatre	L
07205_p1_L07_a	16	129	L
07205_p1_L07_a	17	83	L
07205_p1_L07_a	18	2	L
07205_p1_L07_a	19	8	L
07205_p1_L07_a	20	35	L
07205_p1_L07_a	21	29	L
07205_p1_L07_b	1	154	L
07205_p1_L07_b	2	60	L
07205_p1_L07_b	3	5	L
07205_p1_L07_b	4	83	L
07205_p1_L07_b	5	22	L
07205_p1_L07_b	6	20	L
07205_p1_L07_b	7	108	L
07205_p1_L07_b	8	111	L
07205_p1_L07_b	9	18	L
07205_p1_L07_b	10	39	L
07205_p1_L07_b	11	81	L
07205_p1_L07_b	12	127	L
07205_p1_L07_b	13	w:bon	L
07205_p1_L07_b	14	w:de	L
07205_p1_L07_b	15	w:premier	L
07205_p1_L07_b	16	w:secours	L
07205_p1_L07_b	17	130	L
07205_p1_L07_b	18	78	L
07205_p1_L07_b	19	84	L
07205_p1_L07_c	1	1338	L
07205_p1_L07_c	2	83	L
07205_p1_L07_c	3	2	L
07205_p1_L07_c	4	34	L
07205_p1_L07_c	5	17	L
07205_p1_L07_c	6	39	L
07205_p1_L07_c	7	82	L
07205_p1_L07_c	8	112	L
07205_p1_L07_c	9	82	L
07205_p1_L07_c	10	3	L
07205_p1_L07_c	11	2	L
07205_p1_L07_c	12	84	L
07205_p1_L07_c	13	119	L
07205_p1_L07_c	14	104	L
07205_p1_L07_c	15	61	L
07205_p1_L07_c	16	101	L
07205_p1_L07_c	17	32	L
07205_p1_L07_c	18	23	L
07205_p1_L07_c	19	61	L
07205_p1_L07_c	20	30	L
07205_p1_L07_c	21	29	L
07205_p1_L07_c	22	83	L
07205_p1_L07_c	23	116	L
07205_p1_L07_c	24	84	L
07205_p1_L07_d	1	114	L
07205_p1_L07_d	2	81	L
07205_p1_L07_d	3	27	L
07205_p1_L07_d	4	82	L
07205_p1_L07_d	5	25	L
07205_p1_L07_d	6	90	L
07205_p1_L07_d	7	10	L
07205_p1_L07_d	8	22	L
07205_p1_L07_d	9	75	L
07205_p1_L07_d	10	82	L
07205_p1_L07_d	11	28	L
07205_p1_L07_d	12	149	L
07205_p1_L07_d	13	100	L
07205_p1_L08_a	1	1	L
07205_p1_L08_a	2	130	L
07205_p1_L08_a	3	81	L
07205_p1_L08_a	4	131	L
07205_p1_L08_a	5	17	L
07205_p1_L08_a	6	84	L
07205_p1_L08_a	7	104	L
07205_p1_L08_a	8	10	L
07205_p1_L08_a	9	35	L
07205_p1_L08_a	10	81	L
07205_p1_L08_a	11	121	L
07205_p1_L08_a	12	61	L
07205_p1_L08_a	13	9	L
07205_p1_L08_a	14	31	L
07205_p1_L08_a	15	123	L
07205_p1_L08_a	16	80	L
07205_p1_L08_a	17	84	L
07205_p1_L08_a	18	20	L
07205_p1_L08_a	19	79	L
07205_p1_L08_a	20	30	L
07205_p1_L08_a	21	21	L
07205_p1_L08_a	22	65	L
07205_p1_L08_a	23	103	L
07205_p1_L08_a	24	94	L
07205_p1_L08_b	1	84	L
07205_p1_L08_b	2	83	L
07205_p1_L08_b	3	27	L
07205_p1_L08_b	4	8	L
07205_p1_L08_b	5	33	L
07205_p1_L08_b	6	82	L
07205_p1_L08_b	7	29	L
07205_p1_L08_b	8	14	L
07205_p1_L08_b	9	84	L
07205_p1_L08_b	10	23	L
07205_p1_L08_b	11	28	L
07205_p1_L08_b	12	81	L
07205_p1_L08_b	13	20	L
07205_p1_L08_b	14	131	L
07205_p1_L08_b	15	w:leur	L
07205_p1_L08_b	16	w:est	L
07205_p1_L08_b	17	w:de	L
07205_p1_L08_b	18	w:certes	L
07205_p1_L08_b	19	128	L
07205_p1_L08_c	1	29	L
07205_p1_L08_c	2	65	L
07205_p1_L08_c	3	30	L
07205_p1_L08_c	4	11	L
07205_p1_L08_c	5	83	L
07205_p1_L08_c	6	101	L
07205_p1_L08_c	7	93	L
07205_p1_L08_c	8	81	L
07205_p1_L08_c	9	22	L
07205_p1_L08_c	10	112	L
07205_p1_L08_c	11	65	L
07205_p1_L08_c	12	221	L
07205_p1_L08_c	13	83	L
07205_p1_L08_c	14	33	L
07205_p1_L08_c	15	131	L
07205_p1_L08_c	16	811	L
07205_p1_L08_c	17	24	L
07205_p1_L08_c	18	84	L
07205_p1_L08_c	19	3	L
07205_p1_L08_c	20	105	L
07205_p1_L08_c	21	21	L
07205_p1_L08_c	22	81	L
07205_p1_L08_d	1	123	L
07205_p1_L08_d	2	114	L
07205_p1_L08_d	3	8	L
07205_p1_L08_d	4	3	L
07205_p1_L08_d	5	84	L
07205_p1_L08_d	6	28	L
07205_p1_L08_d	7	11	L
07205_p1_L08_d	8	64	L
07205_p1_L08_d	9	94	L
07205_p1_L08_d	10	8	L
07205_p1_L08_d	11	112	L
07205_p1_L08_d	12	100	L
07205_p1_L08_d	13	121	L
07205_p1_L09_a	1	w:une	L
07205_p1_L09_a	2	w:seule	L
07205_p1_L09_a	3	w:parole	L
07205_p1_L09_a	4	17	L
07205_p1_L09_a	5	30	L
07205_p1_L09_a	6	104	L
07205_p1_L09_a	7	114	L
07205_p1_L09_a	8	89	L
07205_p1_L09_a	9	26	L
07205_p1_L09_a	10	82	L
07205_p1_L09_a	11	133	L
07205_p1_L09_a	12	128	L
07205_p1_L09_a	13	90	L
07205_p1_L09_a	14	84	L
07205_p1_L09_a	15	101	L
07205_p1_L09_a	16	w:mes	L
07205_p1_L09_a	17	w:gens	L
07205_p1_L09_a	18	w:pour	L
07205_p1_L09_a	19	w:suivant	L
07205_p1_L09_a	20	w:les	L
07205_p1_L09_b	1	30	L
07205_p1_L09_b	2	150	L
07205_p1_L09_b	3	81	L
07205_p1_L09_b	4	5	L
07205_p1_L09_b	5	25	L
07205_p1_L09_b	6	24	L
07205_p1_L09_b	7	81	L
07205_p1_L09_b	8	22	L
07205_p1_L09_b	9	65	L
07205_p1_L09_b	10	101	L
07205_p1_L09_b	11	73	L
07205_p1_L09_b	12	38	L
07205_p1_L09_b	13	84	L
07205_p1_L09_b	14	w:mes	L
07205_p1_L09_b	15	203	L
07205_p1_L09_b	16	113	L
07205_p1_L09_b	17	74	L
07205_p1_L09_b	18	108	L
07205_p1_L09_b	19	117	L
07205_p1_L09_b	20	65	L
07205_p1_L09_b	21	25	L
07205_p1_L09_c	1	w:touchant	L
07205_p1_L09_c	2	w:Blomart	L
07205_p1_L09_c	3	120	L
07205_p1_L09_c	4	195	L
07205_p1_L09_c	5	29	L
07205_p1_L09_c	6	81	L
07205_p1_L09_c	7	15	L
07205_p1_L09_c	8	65	L
07205_p1_L09_c	9	227	L
07205_p1_L09_c	10	82	L
07205_p1_L09_c	11	234	L
07205_p1_L09_c	12	9	L
07205_p1_L09_c	13	34	L
07205_p1_L09_c	14	137	L
07205_p1_L09_c	15	w:se	L
07205_p1_L09_c	16	w:priant	L
07205_p1_L09_c	17	113	L
07205_p1_L09_c	18	83	L
07205_p1_L09_c	19	25	L
07205_p1_L09_d	1	3	L
07205_p1_L09_d	2	12	L
07205_p1_L09_d	3	65	L
07205_p1_L09_d	4	112	L
07205_p1_L09_d	5	8	L
07205_p1_L09_d	6	7	L
07205_p1_L09_d	7	39	L
07205_p1_L09_d	8	1	L
07205_p1_L09_d	9	83	L
07205_p1_L09_d	10	27	L
07205_p1_L09_d	11	79	L
07205_p1_L09_d	12	85	L
07205_p1_L09_d	13	24	L
07205_p1_L10_a	1	22	L
07205_p1_L10_a	2	91	L
07205_p1_L10_a	3	82	L
07205_p1_L10_a	4	20	L
07205_p1_L10_a	5	9	L
07205_p1_L10_a	6	1	L
07205_p1_L10_a	7	33	L
07205_p1_L10_a	8	85	L
07205_p1_L10_a	9	3	L
07205_p1_L10_a	10	71	L
07205_p1_L10_a	11	35	L
07205_p1_L10_a	12	102	L
07205_p1_L10_a	13	83	L
07205_p1_L10_a	14	83	L
07205_p1_L10_a	15	27	L
07205_p1_L10_a	16	35	L
07205_p1_L10_a	17	30	L
07205_p1_L10_a	18	32	L
07205_p1_L10_a	19	81	L
07205_p1_L10_a	20	28	L
07205_p1_L10_a	21	113	L
07205_p1_L10_a	22	83	L
07205_p1_L10_b	1	20	L
07205_p1_L10_b	2	73	L
07205_p1_L10_b	3	7	L
07205_p1_L10_b	4	119	L
07205_p1_L10_b	5	65	L
07205_p1_L10_b	6	10	L
07205_p1_L10_b	7	77	L
07205_p1_L10_b	8	103	L
07205_p1_L10_b	9	31	L
07205_p1_L10_b	10	81	L
07205_p1_L10_b	11	92	L
07205_p1_L10_b	12	78	L
07205_p1_L10_b	13	39	L
07205_p1_L10_b	14	1	L
07205_p1_L10_b	15	9	L
07205_p1_L10_b	16	112	L
07205_p1_L10_b	17	65	L
07205_p1_L10_b	18	32	L
07205_p1_L10_b	19	12	L
07205_p1_L10_b	20	91	L
07205_p1_L10_b	21	65	L
07205_p1_L10_b	22	28	L
07205_p1_L10_b	23	133	L
07205_p1_L10_b	24	81	L
07205_p1_L10_c	1	84	L
07205_p1_L10_c	2	65	L
07205_p1_L10_c	3	35	L
07205_p1_L10_c	4	83	L
07205_p1_L10_c	5	82	L
07205_p1_L10_c	6	114	L
07205_p1_L10_c	7	10	L
07205_p1_L10_c	8	37	L
07205_p1_L10_c	9	22	L
07205_p1_L10_c	10	23	L
07205_p1_L10_c	11	82	L
07205_p1_L10_c	12	30	L
07205_p1_L10_c	13	65	L
07205_p1_L10_c	14	37	L
07205_p1_L10_c	15	73	L
07205_p1_L10_c	16	38	L
07205_p1_L10_c	17	84	L
07205_p1_L10_c	18	111	L
07205_p1_L10_c	19	81	L
07205_p1_L10_c	20	5	L
07205_p1_L10_c	21	33	L
07205_p1_L10_c	22	131	L
07205_p1_L10_d	1	w:pour	L
07205_p1_L10_d	2	w:cela	L
07205_p1_L10_d	3	142	L
07205_p1_L10_d	4	29	L
07205_p1_L10_d	5	82	L
07205_p1_L10_d	6	20	L
07205_p1_L10_d	7	33	L
07205_p1_L10_d	8	65	L
07205_p1_L10_d	9	11	L
07205_p1_L10_d	10	27	L
07205_p1_L10_d	11	90	L
07205_p1_L10_d	12	80	L
07205_p1_L11_a	1	134	L
07205_p1_L11_a	2	59	L
07205_p1_L11_a	3	84	L
07205_p1_L11_a	4	113	L
07205_p1_L11_a	5	65	L
07205_p1_L11_a	6	93	L
07205_p1_L11_a	7	2	L
07205_p1_L11_a	8	90	L
07205_p1_L11_a	9	11	L
07205_p1_L11_a	10	2	L
07205_p1_L11_a	11	65	L
07205_p1_L11_a	12	90	L
07205_p1_L11_a	13	84	L
07205_p1_L11_a	14	102	L
07205_p1_L11_a	15	39	L
07205_p1_L11_a	16	84	L
07205_p1_L11_a	17	81	L
07205_p1_L11_a	18	28	L
07205_p1_L11_a	19	79	L
07205_p1_L11_a	20	101	L
07205_p1_L11_a	21	73	L
07205_p1_L11_b	1	82	L
07205_p1_L11_b	2	81	L
07205_p1_L11_b	3	29	L
07205_p1_L11_b	4	90	L
07205_p1_L11_b	5	120	L
07205_p1_L11_b	6	w:la	L
07205_p1_L11_b	7	w:plusfeart	L
07205_p1_L11_b	8	33	L
07205_p1_L11_b	9	131	L
07205_p1_L11_b	10	191	L
07205_p1_L11_b	11	114	L
07205_p1_L11_b	12	65	L
07205_p1_L11_b	13	20	L
07205_p1_L11_b	14	920	L
07205_p1_L11_b	15	84	L
07205_p1_L11_b	16	103	L
07205_p1_L11_b	17	71	L
07205_p1_L11_b	18	3	L
07205_p1_L11_c	1	131	L
07205_p1_L11_c	2	82	L
07205_p1_L11_c	3	138	L
07205_p1_L11_c	4	84	L
07205_p1_L11_c	5	21	L
07205_p1_L11_c	6	83	L
07205_p1_L11_c	7	65	L
07205_p1_L11_c	8	100	L
07205_p1_L11_c	9	139	L
07205_p1_L11_c	10	34	L
07205_p1_L11_c	11	65	L
07205_p1_L11_c	12	33	L
07205_p1_L11_c	13	65	L
07205_p1_L11_c	14	39	L
07205_p1_L11_c	15	51	L
07205_p1_L11_c	16	27	L
07205_p1_L11_c	17	w:comme	L
07205_p1_L11_d	1	23	L
07205_p1_L11_d	2	82	L
07205_p1_L11_d	3	20	L
07205_p1_L11_d	4	13	L
07205_p1_L11_d	5	82	L
07205_p1_L11_d	6	30	L
07205_p1_L11_d	7	65	L
07205_p1_L11_d	8	65	L
07205_p1_L11_d	9	82	L
07205_p1_L11_d	10	27	L
07205_p1_L11_d	11	65	L
07205_p1_L11_d	12	39	L
07205_p1_L11_d	13	113	L
07205_p1_L11_d	14	8	L
07205_p1_L11_d	15	1	L
07205_p1_L11_d	16	91	L
07205_p1_L11_d	17	73	L
07205_p1_L11_d	18	81	L
07205_p1_L12_a	1	35	L
07205_p1_L12_a	2	40	L
07205_p1_L12_a	3	38	L
07205_p1_L12_a	4	22	L
07205_p1_L12_a	5	4	L
07205_p1_L12_a	6	121	L
07205_p1_L12_a	7	w:jusques	L
07205_p1_L12_a	8	w:cest	L
07205_p1_L12_a	9	w:ict	L
07205_p1_L12_a	10	12	L
07205_p1_L12_a	11	65	L
07205_p1_L12_a	12	20	L
07205_p1_L12_a	13	65	L
07205_p1_L12_a	14	65	L
07205_p1_L12_a	15	32	L
07205_p1_L12_a	16	104	L
07205_p1_L12_a	17	121	L
07205_p1_L12_a	18	65	L
07205_p1_L12_a	19	34	L
07205_p1_L12_a	20	70	L
07205_p1_L12_a	21	82	L
07205_p1_L12_a	22	12	L
07205_p1_L12_a	23	37	L
07205_p1_L12_a	24	104	L
07205_p1_L12_b	1	30	L
07205_p1_L12_b	2	37	L
07205_p1_L12_b	3	83	L
07205_p1_L12_b	4	24	L
07205_p1_L12_b	5	20	L
07205_p1_L12_b	6	100	L
