line	position	sign	confidence	alt	why
hstam_4_h_1411_0003_L26_s1	22	41	H	B:21	settled bMAL3: 4-triangle + 1 stroke, matches A not B(21)
hstam_4_h_1411_0003_L26_s1	23	30	H		agree
hstam_4_h_1411_0003_L26_s1	24	70	H		agree
hstam_4_h_1411_0003_L26_s1	25	19	H		agree
hstam_4_h_1411_0003_L26_s1	26	60	H		agree
hstam_4_h_1411_0003_L26_s1	27	87	H		agree
hstam_4_h_1411_0003_L26_s1	28	94	H		agree
hstam_4_h_1411_0003_L26_s1	29	16	H		agree
hstam_4_h_1411_0003_L26_s1	30	31	H		agree
hstam_4_h_1411_0003_L27_s1	1	Und	H	B:-	settled bMAL3: plaintext word visible before numerals, A caught it, B skipped
hstam_4_h_1411_0003_L27_s1	2	77	H		agree
hstam_4_h_1411_0003_L27_s1	3	39	H		agree
hstam_4_h_1411_0003_L27_s1	4	99	H		agree
hstam_4_h_1411_0003_L27_s1	5	58	H		agree
hstam_4_h_1411_0003_L27_s1	6	71	H		agree
hstam_4_h_1411_0003_L27_s1	7	42	H		agree
hstam_4_h_1411_0003_L27_s1	8	80	H		agree
hstam_4_h_1411_0003_L27_s1	9	35	H		agree
hstam_4_h_1411_0003_L27_s1	10	44	H		agree
hstam_4_h_1411_0003_L27_s1	11	32	H		agree
hstam_4_h_1411_0003_L27_s1	12	71	H		agree
hstam_4_h_1411_0003_L27_s1	13	19	H		agree
hstam_4_h_1411_0003_L27_s1	14	94	H		agree
hstam_4_h_1411_0003_L27_s1	15	58	H		agree
hstam_4_h_1411_0003_L27_s1	16	56	H		agree
hstam_4_h_1411_0003_L27_s1	17	24	H		agree
hstam_4_h_1411_0003_L27_s1	18	35	H		agree
hstam_4_h_1411_0003_L27_s1	19	65	H		agree
hstam_4_h_1411_0003_L27_s1	20	#	H	B:H	settled bMAL3: crosshatch mark clearly visible, matches A not B(H)
hstam_4_h_1411_0003_L27_s1	21	29	H		agree
hstam_4_h_1411_0003_L27_s1	22	16	H		agree
hstam_4_h_1411_0003_L27_s1	23	74	H		agree
hstam_4_h_1411_0003_L27_s1	24	39	H		agree
hstam_4_h_1411_0003_L27_s1	25	83	H		agree
hstam_4_h_1411_0003_L27_s1	26	26	H		agree
hstam_4_h_1411_0003_L27_s1	27	79	H		agree
hstam_4_h_1411_0003_L27_s1	28	44	H		agree
hstam_4_h_1411_0003_L28_s1	1	83	H		agree
hstam_4_h_1411_0003_L28_s1	2	70	H	B:90	settled bMAL3: open-diagonal 7 not looped 9, matches A not B(90)
hstam_4_h_1411_0003_L28_s1	3	X	H		agree
hstam_4_h_1411_0003_L28_s1	4	128	H		agree
hstam_4_h_1411_0003_L28_s1	5	74	H		agree
hstam_4_h_1411_0003_L28_s1	6	73	H		agree
hstam_4_h_1411_0003_L28_s1	7	H	H		agree
hstam_4_h_1411_0003_L28_s1	8	66	H		agree
hstam_4_h_1411_0003_L28_s1	9	38	H		agree
hstam_4_h_1411_0003_L28_s1	10	36	H		agree
hstam_4_h_1411_0003_L28_s1	11	94	H		agree
hstam_4_h_1411_0003_L28_s1	12	11	H		agree
hstam_4_h_1411_0003_L28_s1	13	30	H		agree
hstam_4_h_1411_0003_L28_s1	14	84	H		agree
hstam_4_h_1411_0003_L28_s1	15	176	H		agree
hstam_4_h_1411_0003_L28_s1	16	37	H		agree
hstam_4_h_1411_0003_L28_s1	17	66	H		agree
hstam_4_h_1411_0003_L28_s1	18	97	H		agree
hstam_4_h_1411_0003_L28_s1	19	94	H		agree
hstam_4_h_1411_0003_L28_s1	20	73	H		agree
hstam_4_h_1411_0003_L28_s1	21	22	H		agree
hstam_4_h_1411_0003_L28_s1	22	79	H		agree
hstam_4_h_1411_0003_L28_s1	23	140	H		agree
hstam_4_h_1411_0003_L28_s1	24	31	H		agree
hstam_4_h_1411_0003_L28_s1	25	11	H		agree
hstam_4_h_1411_0003_L28_s1	26	26	H		agree
hstam_4_h_1411_0003_L29_s1	1	39	H		agree
hstam_4_h_1411_0003_L29_s1	2	31	H		agree
hstam_4_h_1411_0003_L29_s1	3	50	H		agree
hstam_4_h_1411_0003_L29_s1	4	70	H		agree
hstam_4_h_1411_0003_L29_s1	5	22	H		agree
hstam_4_h_1411_0003_L29_s1	6	54	H		agree
hstam_4_h_1411_0003_L29_s1	7	16	H		agree
hstam_4_h_1411_0003_L29_s1	8	22	H		agree
hstam_4_h_1411_0003_L29_s1	9	90	H		agree
hstam_4_h_1411_0003_L29_s1	10	71	H		agree
hstam_4_h_1411_0003_L29_s1	11	930	M	A:9+38 (two tokens)|B:930	settled bMAL3: no dot separates the digits (ink blot over middle digit) -- one 3-digit token, blot leaves exact digits M
hstam_4_h_1411_0003_L29_s1	13	55	H		agree
hstam_4_h_1411_0003_L29_s1	14	19	H		agree
hstam_4_h_1411_0003_L29_s1	15	26	H		agree
hstam_4_h_1411_0003_L29_s1	16	11	H		agree
hstam_4_h_1411_0003_L29_s1	17	36	H	B:36	settled bMAL3: hook-tailed 6 not plain 0, matches B not A(30)
hstam_4_h_1411_0003_L29_s1	18	79	H		agree
hstam_4_h_1411_0003_L29_s1	19	31	H		agree
hstam_4_h_1411_0003_L29_s1	20	S	H		agree
hstam_4_h_1411_0003_L29_s1	21	23	H		agree
hstam_4_h_1411_0003_L29_s1	22	32	H		agree
hstam_4_h_1411_0003_L29_s1	23	36	H		agree
hstam_4_h_1411_0003_L29_s1	24	74	H		agree
hstam_4_h_1411_0003_L29_s1	25	79	H		agree
hstam_4_h_1411_0003_L29_s1	26	56	H		agree
hstam_4_h_1411_0003_L29_s1	27	36	H		agree
hstam_4_h_1411_0003_L29_s1	28	26	H		agree
hstam_4_h_1411_0003_L30_s1	1	40	H		agree
hstam_4_h_1411_0003_L30_s1	2	11	H		agree
hstam_4_h_1411_0003_L30_s1	3	54	H		agree
hstam_4_h_1411_0003_L30_s1	4	84	H		agree
hstam_4_h_1411_0003_L30_s1	5	57	H		agree
hstam_4_h_1411_0003_L30_s1	6	52	H		agree
hstam_4_h_1411_0003_L30_s1	7	71	H		agree
hstam_4_h_1411_0003_L30_s1	8	54	H		agree
hstam_4_h_1411_0003_L30_s1	9	O	H		agree
hstam_4_h_1411_0003_L30_s1	10	48	H		agree
hstam_4_h_1411_0003_L30_s1	11	7	H		agree
hstam_4_h_1411_0003_L30_s1	12	61	M	A:-	UNSETTLED bMAL3: water/ink stain over this token, illegible even at 12x zoom -- see NOTES.md
hstam_4_h_1411_0003_L30_s1	13	16	M	B:26	UNSETTLED bMAL3: water/ink stain over this token, illegible even at 12x zoom -- see NOTES.md
hstam_4_h_1411_0003_L30_s1	14	29	H		agree
hstam_4_h_1411_0003_L30_s1	15	55	H		agree
hstam_4_h_1411_0003_L30_s1	16	30	H		agree
hstam_4_h_1411_0003_L30_s1	17	91	H	B:91	settled bMAL3: looped 9 + vertical 1, matches B not A(71)
hstam_4_h_1411_0003_L30_s1	18	36	H		agree
hstam_4_h_1411_0003_L30_s1	19	16	H		agree
hstam_4_h_1411_0003_L30_s1	20	15	H		agree
hstam_4_h_1411_0003_L30_s1	21	32	H		agree
hstam_4_h_1411_0003_L30_s1	22	79	H		agree
hstam_4_h_1411_0003_L30_s1	23	30	H		agree
hstam_4_h_1411_0003_L30_s1	24	73	H		agree
hstam_4_h_1411_0003_L30_s1	25	18	H		agree
hstam_4_h_1411_0003_L30_s1	26	49	H		agree
hstam_4_h_1411_0003_L30_s1	27	43	H		agree
hstam_4_h_1411_0003_L30_s1	28	61	H		agree
hstam_4_h_1411_0003_L30_s1	29	63	H		agree
hstam_4_h_1411_0003_L31_s1	1	20	H	B:20	settled bMAL3: curl-top 2 not straight 1, matches B not A(10)
hstam_4_h_1411_0003_L31_s1	2	84	H		agree
hstam_4_h_1411_0003_L31_s1	3	L	H		agree
hstam_4_h_1411_0003_L31_s1	4	70	H	B:90	settled bMAL3: open-diagonal 7 not looped 9, matches A not B(90)
hstam_4_h_1411_0003_L31_s1	5	29	H		agree
hstam_4_h_1411_0003_L31_s1	6	20	H	B:20	settled bMAL3: curl-top 2 + circle 0, matches B not A(16)
hstam_4_h_1411_0003_L31_s1	7	21	H		agree
hstam_4_h_1411_0003_L31_s1	8	73	H		agree
hstam_4_h_1411_0003_L31_s1	9	N	H		agree
hstam_4_h_1411_0003_L31_s1	10	83	H		agree
hstam_4_h_1411_0003_L31_s1	11	4	H	B:4	settled bMAL3: closed triangular 4, matches B not A(7)
hstam_4_h_1411_0003_L31_s1	12	26	H		agree
hstam_4_h_1411_0003_L31_s1	13	36	H	B:36	settled bMAL3: hook-tailed 6, matches B not A(30)
hstam_4_h_1411_0003_L31_s1	14	43	H		agree
hstam_4_h_1411_0003_L31_s1	15	77	H		agree
hstam_4_h_1411_0003_L31_s1	16	Y	H		agree
hstam_4_h_1411_0003_L31_s1	17	83	H		agree
hstam_4_h_1411_0012_L44_s1	1	47	H		agree
hstam_4_h_1411_0012_L44_s1	2	O	H		agree
hstam_4_h_1411_0012_L44_s1	3	60	H		agree
hstam_4_h_1411_0012_L44_s1	4	93	H		agree
hstam_4_h_1411_0012_L44_s1	5	54	H		agree
hstam_4_h_1411_0012_L44_s1	6	61	H		agree
hstam_4_h_1411_0012_L44_s1	7	7	H		agree
hstam_4_h_1411_0012_L44_s1	8	97	H		agree
hstam_4_h_1411_0012_L44_s1	9	95	H		agree
hstam_4_h_1411_0012_L44_s1	10	20	H	B:20	settled bMAL3: curl-top 2, matches B not A(10)
hstam_4_h_1411_0012_L44_s1	11	16	H		agree
hstam_4_h_1411_0012_L44_s1	12	63	H		agree
hstam_4_h_1411_0012_L44_s1	13	28	H	B:28	settled bMAL3: curl-top 2 + 8 loop, matches B not A(18)
hstam_4_h_1411_0012_L44_s1	14	61	H		agree
hstam_4_h_1411_0012_L44_s1	15	83	H		agree
hstam_4_h_1411_0012_L44_s1	16	129	H		agree
hstam_4_h_1411_0012_L44_s1	17	76	H		agree
hstam_4_h_1411_0012_L44_s1	18	G	H		agree
hstam_4_h_1411_0012_L44_s1	19	42	H		agree
hstam_4_h_1411_0012_L44_s1	20	51	H		agree
hstam_4_h_1411_0012_L44_s1	21	35	H		agree
hstam_4_h_1411_0012_L44_s1	22	22	H		agree
hstam_4_h_1411_0012_L44_s1	23	11	H		agree
hstam_4_h_1411_0012_L44_s1	24	29	H		agree
hstam_4_h_1411_0012_L44_s1	25	58	H		agree
hstam_4_h_1411_0012_L44_s1	26	89	H		agree
hstam_4_h_1411_0012_L44_s1	27	31	H		agree
hstam_4_h_1411_0012_L44_s1	28	91	H		agree
hstam_4_h_1411_0012_L44_s1	29	35	H		agree
hstam_4_h_1411_0012_L44_s1	30	42	H		agree
hstam_4_h_1411_0012_L44_s1	31	49	H		agree
hstam_4_h_1411_0012_L44_s1	32	63	H		agree
hstam_4_h_1411_0012_L45_s1	1	63	H		agree
hstam_4_h_1411_0012_L45_s1	2	58	H		agree
hstam_4_h_1411_0012_L45_s1	3	22	H		agree
hstam_4_h_1411_0012_L45_s1	4	56	H		agree
hstam_4_h_1411_0012_L45_s1	5	84	H		agree
hstam_4_h_1411_0012_L45_s1	6	85	H	B:35	settled bMAL3: loop+tail 8 matches other 8s in line, matches A not B(35)
hstam_4_h_1411_0012_L45_s1	7	55	H		agree
hstam_4_h_1411_0012_L45_s1	8	10	H		agree
hstam_4_h_1411_0012_L45_s1	9	48	H		agree
hstam_4_h_1411_0012_L45_s1	10	97	H		agree
hstam_4_h_1411_0012_L45_s1	11	46	H		agree
hstam_4_h_1411_0012_L45_s1	12	61	H		agree
hstam_4_h_1411_0012_L45_s1	13	42	H		agree
hstam_4_h_1411_0012_L45_s1	14	97	H		agree
hstam_4_h_1411_0012_L45_s1	15	35	H		agree
hstam_4_h_1411_0012_L45_s1	16	42	H		agree
hstam_4_h_1411_0012_L45_s1	17	69	H		agree
hstam_4_h_1411_0012_L45_s1	18	7	H		agree
hstam_4_h_1411_0012_L45_s1	19	61	H		agree
hstam_4_h_1411_0012_L45_s1	20	63	H		agree
hstam_4_h_1411_0012_L45_s1	21	92	H		agree
hstam_4_h_1411_0012_L45_s1	22	45	H		agree
hstam_4_h_1411_0012_L45_s1	23	83	H		agree
hstam_4_h_1411_0012_L45_s1	24	66	H		agree
hstam_4_h_1411_0012_L45_s1	25	29	H		agree
hstam_4_h_1411_0012_L45_s1	26	49	H		agree
hstam_4_h_1411_0012_L45_s1	27	Y	H		agree
hstam_4_h_1411_0012_L45_s1	28	63	H		agree
hstam_4_h_1411_0012_L45_s1	29	92	H		agree
hstam_4_h_1411_0012_L45_s1	30	49	H		agree
hstam_4_h_1411_0012_L45_s1	31	42	H		agree
hstam_4_h_1411_0012_L46_s1	1	61	H		agree
hstam_4_h_1411_0012_L46_s1	2	31	H		agree
hstam_4_h_1411_0012_L46_s1	3	27	H		agree
hstam_4_h_1411_0012_L46_s1	4	36	H		agree
hstam_4_h_1411_0012_L46_s1	5	13	H		agree
hstam_4_h_1411_0012_L46_s1	6	99	H		agree
hstam_4_h_1411_0012_L46_s1	7	91	H		agree
hstam_4_h_1411_0012_L46_s1	8	61	H		agree
hstam_4_h_1411_0012_L46_s1	9	22	H		agree
hstam_4_h_1411_0012_L46_s1	10	44	H		agree
hstam_4_h_1411_0012_L46_s1	11	89	H		agree
hstam_4_h_1411_0012_L46_s1	12	N	H		agree
hstam_4_h_1411_0012_L46_s1	13	98	H		agree
hstam_4_h_1411_0012_L46_s1	14	45	H		agree
hstam_4_h_1411_0012_L46_s1	15	H	H		agree
hstam_4_h_1411_0012_L46_s1	16	G	H		agree
hstam_4_h_1411_0012_L46_s1	17	22	H		agree
hstam_4_h_1411_0012_L46_s1	18	84	H		agree
hstam_4_h_1411_0012_L46_s1	19	44	H		agree
hstam_4_h_1411_0012_L46_s1	20	43	H		agree
hstam_4_h_1411_0012_L46_s1	21	24	H		agree
hstam_4_h_1411_0012_L46_s1	22	60	H		agree
hstam_4_h_1411_0012_L46_s1	23	49	H		agree
hstam_4_h_1411_0012_L46_s1	24	83	H		agree
hstam_4_h_1411_0012_L46_s1	25	86	H		agree
hstam_4_h_1411_0012_L46_s1	26	97	H		agree
hstam_4_h_1411_0012_L46_s1	27	95	H		agree
hstam_4_h_1411_0012_L46_s1	28	27	H		agree
hstam_4_h_1411_0012_L46_s1	29	61	H		agree
hstam_4_h_1411_0012_L46_s1	30	63	H		agree
hstam_4_h_1411_0012_L46_s1	31	61	H		agree
hstam_4_h_1411_0012_L46_s1	32	30	H		agree
hstam_4_h_1411_0012_L47_s1	1	21	H		agree
hstam_4_h_1411_0012_L47_s1	2	28	H		agree
hstam_4_h_1411_0012_L47_s1	3	99	H		agree
hstam_4_h_1411_0012_L47_s1	4	41	H	B:71	settled bMAL3: triangular-crossbar 4, matches A not B(71)
hstam_4_h_1411_0012_L47_s1	5	61	H		agree
hstam_4_h_1411_0012_L47_s1	6	63	H		agree
hstam_4_h_1411_0012_L47_s1	7	13	H		agree
hstam_4_h_1411_0012_L47_s1	8	35	H		agree
hstam_4_h_1411_0012_L47_s1	9	99	H		agree
hstam_4_h_1411_0012_L47_s1	10	60	H		agree
hstam_4_h_1411_0012_L47_s1	11	84	H		agree
hstam_4_h_1411_0012_L47_s1	12	83	H		agree
hstam_4_h_1411_0012_L47_s1	13	42	H		agree
hstam_4_h_1411_0012_L47_s1	14	66	H		agree
hstam_4_h_1411_0012_L47_s1	15	H	H	B:H	settled bMAL3: two-stroke looped letter, cursive capital H, matches B not A(O)
hstam_4_h_1411_0012_L47_s1	16	46	H		agree
hstam_4_h_1411_0012_L47_s1	17	49	H		agree
hstam_4_h_1411_0012_L47_s1	18	97	H		agree
hstam_4_h_1411_0012_L47_s1	19	140	H	B:40	settled bMAL3: three joined strokes 1-4-0 (ligature), matches A not B(40) which missed leading 1
hstam_4_h_1411_0012_L47_s1	20	98	H		agree
hstam_4_h_1411_0012_L47_s1	21	58	H		agree
hstam_4_h_1411_0012_L47_s1	22	65	H		agree
hstam_4_h_1411_0012_L47_s1	23	67	H		agree
hstam_4_h_1411_0012_L47_s1	24	49	H		agree
hstam_4_h_1411_0012_L47_s1	25	42	H		agree
hstam_4_h_1411_0012_L47_s1	26	39	H		agree
hstam_4_h_1411_0012_L47_s1	27	63	H		agree
hstam_4_h_1411_0012_L47_s1	28	27	H		agree
hstam_4_h_1411_0012_L47_s1	29	71	H		agree
hstam_4_h_1411_0012_L47_s1	30	97	H		agree
hstam_4_h_1411_0012_L48_s1	1	D	H		agree
hstam_4_h_1411_0012_L48_s1	2	137	H		agree
hstam_4_h_1411_0012_L48_s1	3	39	H		agree
hstam_4_h_1411_0012_L48_s1	4	81	H		agree
hstam_4_h_1411_0012_L48_s1	5	70	H		agree
hstam_4_h_1411_0012_L48_s1	6	30	H		agree
hstam_4_h_1411_0012_L48_s1	7	26	H		agree
hstam_4_h_1411_0012_L48_s1	8	52	H		agree
hstam_4_h_1411_0012_L48_s1	9	58	H		agree
hstam_4_h_1411_0012_L48_s1	10	130	H		agree
hstam_4_h_1411_0012_L48_s1	11	45	H		agree
hstam_4_h_1411_0012_L48_s1	12	46	H		agree
hstam_4_h_1411_0012_L48_s1	13	48	H		agree
hstam_4_h_1411_0012_L48_s1	14	65	H		agree
hstam_4_h_1411_0012_L48_s1	15	99	H		agree
hstam_4_h_1411_0012_L48_s1	16	88	H		agree
hstam_4_h_1411_0012_L48_s1	17	76	H		agree
hstam_4_h_1411_0012_L48_s1	18	49	H		agree
hstam_4_h_1411_0012_L48_s1	19	19	H		agree
hstam_4_h_1411_0012_L48_s1	20	92	H		agree
hstam_4_h_1411_0012_L48_s1	21	60	H		agree
hstam_4_h_1411_0012_L48_s1	22	30	H		agree
hstam_4_h_1411_0012_L48_s1	23	70	H		agree
hstam_4_h_1411_0012_L48_s1	24	80	H		agree
hstam_4_h_1411_0012_L48_s1	25	60	H		agree
hstam_4_h_1411_0012_L48_s1	26	61	H		agree
hstam_4_h_1411_0012_L48_s1	27	63	H		agree
hstam_4_h_1411_0012_L48_s1	28	49	H		agree
hstam_4_h_1411_0012_L48_s1	29	83	H		agree
hstam_4_h_1411_0012_L49_s1	1	99	H		agree
hstam_4_h_1411_0012_L49_s1	2	55	H		agree
hstam_4_h_1411_0012_L49_s1	3	W	H		agree
hstam_4_h_1411_0012_L49_s1	4	79	H		agree
hstam_4_h_1411_0012_L49_s1	5	63	H		agree
